ID	Warming1	Warming2	Warming3	Warming4	Warming5	Warming6	Warming7	Warming8	Warming9	Warming10	Warming11	Warming12	Warming13	Warming14
OTU4639		2.472222222			2.008205128		1.760791367	2.645945946				5.162821358	4.956962025	
OTU464	8.432385874	2.472222222	4.183760684				5.282374101	5.291891892				12.90705339	9.913924051	
OTU4662	1.686477175	7.416666667		3.358490566		3.030959752								
OTU4671	8.432385874	7.416666667			2.008205128						10.04102564			
OTU4674	3.37295435	7.416666667	4.183760684	3.358490566		6.061919505	3.521582734	2.645945946						3.831702544
OTU4678	1.686477175	4.944444444					3.521582734	2.645945946			3.347008547	2.581410679		
OTU4695		2.472222222					3.521582734				6.694017094	1.290705339		
OTU4707	1.686477175	4.944444444		3.358490566	4.016410256		3.521582734							
OTU4715	1.686477175	2.472222222		6.716981132								2.581410679		
OTU4725	3.37295435	4.944444444				6.061919505	10.5647482	2.645945946	6.109204368			1.290705339		3.831702544
OTU4729		2.472222222		3.358490566			3.521582734	2.645945946		7.598965071	3.347008547	1.290705339		
OTU473	10.11886305	7.416666667			2.008205128		7.043165468	5.291891892				1.290705339	4.956962025	3.831702544
OTU4735	1.686477175	4.944444444	4.183760684				7.043165468		3.054602184		3.347008547			3.831702544
OTU474	1.686477175	4.944444444						2.645945946						3.831702544
OTU4786	1.686477175	2.472222222	4.183760684				3.521582734							
OTU4812	1.686477175	4.944444444			2.008205128				3.054602184					
OTU4826			4.183760684		2.008205128			5.291891892				1.290705339		
OTU4832	1.686477175	7.416666667						2.645945946		12.66494179	10.04102564	1.290705339		22.99021526
OTU4862	3.37295435				4.016410256	3.030959752			3.054602184					
OTU4863	5.059431525	4.944444444			14.0574359	6.061919505		2.645945946	3.054602184			3.872116018		3.831702544
OTU487					4.016410256		3.521582734	2.645945946	6.109204368	7.598965071	23.42905983	2.581410679	14.87088608	11.49510763
OTU4877		2.472222222			2.008205128							1.290705339		3.831702544
OTU4883							1.760791367			12.66494179	3.347008547	5.162821358		
OTU4890					2.008205128		1.760791367		3.054602184			2.581410679		
OTU4896				3.358490566	2.008205128			2.645945946	3.054602184					
OTU490	1.686477175		8.367521368		2.008205128	3.030959752			3.054602184					
OTU4922	3.37295435	2.472222222		3.358490566						2.532988357				
OTU4935					2.008205128		1.760791367		6.109204368			5.162821358		11.49510763
OTU494	1.686477175	4.944444444	4.183760684		2.008205128							1.290705339	4.956962025	
OTU4946	1.686477175		4.183760684	3.358490566	4.016410256		1.760791367					7.744232037		
OTU49580					2.008205128	3.030959752		2.645945946				1.290705339		
OTU4959	1.686477175				2.008205128		5.282374101	2.645945946	6.109204368					
OTU497	1.686477175	4.944444444			2.008205128							1.290705339		
OTU500		2.472222222		3.358490566			5.282374101					2.581410679		
OTU501				3.358490566	4.016410256			2.645945946			3.347008547			
OTU504	5.059431525			6.716981132	4.016410256	6.061919505		2.645945946						
OTU5042					2.008205128		1.760791367	5.291891892		2.532988357				
OTU5051							5.282374101			2.532988357	3.347008547			3.831702544
OTU5066			4.183760684				8.803956835			2.532988357		2.581410679		
OTU507	3.37295435	2.472222222			2.008205128		5.282374101	10.58378378	12.21840874			3.872116018		
OTU5070	1.686477175				2.008205128		7.043165468	2.645945946						
OTU5080					2.008205128		1.760791367	2.645945946				1.290705339		
OTU5092				3.358490566	2.008205128		1.760791367					1.290705339	9.913924051	
OTU5099		4.944444444					3.521582734	2.645945946				1.290705339	4.956962025	
OTU51	11.80534022	4.944444444	4.183760684	3.358490566	2.008205128	3.030959752		2.645945946	3.054602184					
OTU510	3.37295435	4.944444444	4.183760684		2.008205128		3.521582734				3.347008547	2.581410679		
OTU5125				3.358490566	2.008205128		1.760791367					3.872116018		
OTU5136	1.686477175	2.472222222		3.358490566	2.008205128		3.521582734							
OTU514		2.472222222					1.760791367			2.532988357	3.347008547	2.581410679	4.956962025	
OTU5147	1.686477175						1.760791367				3.347008547		4.956962025	
OTU5168					4.016410256	6.061919505	1.760791367		3.054602184					
OTU5171	1.686477175				2.008205128		5.282374101					1.290705339		3.831702544
OTU5185	1.686477175	2.472222222			2.008205128		1.760791367							
OTU5198	3.37295435						1.760791367				3.347008547	1.290705339		
OTU5204	1.686477175						1.760791367			2.532988357				3.831702544
OTU5232	1.686477175						1.760791367	2.645945946				5.162821358	4.956962025	3.831702544
OTU524	8.432385874				2.008205128	3.030959752	3.521582734	5.291891892	3.054602184			1.290705339		
OTU5240				3.358490566			1.760791367		3.054602184			1.290705339		
OTU5254		2.472222222			2.008205128	3.030959752	3.521582734			2.532988357		2.581410679		3.831702544
OTU526					2.008205128		3.521582734			12.66494179	6.694017094	1.290705339		7.663405088
OTU5287	1.686477175									12.66494179	3.347008547	2.581410679		11.49510763
OTU531	1.686477175			3.358490566		6.061919505		2.645945946	6.109204368		3.347008547			3.831702544
OTU5312	1.686477175	7.416666667								2.532988357	3.347008547			
OTU5321		2.472222222								5.065976714	10.04102564	1.290705339		3.831702544
OTU5324	1.686477175									10.13195343	3.347008547	1.290705339		
OTU534	1.686477175	4.944444444					5.282374101					2.581410679		3.831702544
OTU5341		2.472222222							3.054602184	5.065976714				7.663405088
OTU5362	1.686477175					3.030959752	1.760791367			5.065976714	3.347008547			3.831702544
OTU5387	5.059431525							2.645945946		2.532988357	3.347008547			
OTU5390			4.183760684	3.358490566					3.054602184	2.532988357		1.290705339		
OTU540	1.686477175			6.716981132				2.645945946				1.290705339		
OTU5406									3.054602184	5.065976714		2.581410679		3.831702544
OTU543	6.745908699	12.36111111		13.43396226	2.008205128	6.061919505	12.32553957	18.52162162	9.163806552	5.065976714		6.453526697	4.956962025	7.663405088
OTU544		2.472222222	4.183760684		2.008205128		1.760791367					1.290705339		
OTU545				3.358490566		6.061919505						1.290705339	4.956962025	
OTU546	1.686477175	12.36111111		10.0754717	14.0574359	6.061919505	38.73741007	34.3972973	24.43681747	2.532988357	6.694017094	1.290705339	14.87088608	3.831702544
OTU5495							3.521582734	2.645945946		2.532988357			4.956962025	
OTU5523									3.054602184			5.162821358	4.956962025	15.32681018
OTU554	3.37295435			6.716981132			7.043165468	10.58378378				5.162821358		
OTU556	10.11886305	7.416666667	12.55128205	3.358490566	10.04102564	27.27863777	17.60791367	13.22972973	6.109204368			7.744232037		
OTU5573					2.008205128		1.760791367		3.054602184			1.290705339		
OTU559	3.37295435			6.716981132	6.024615385				3.054602184		3.347008547	3.872116018		3.831702544
OTU562		4.944444444		6.716981132	2.008205128							1.290705339		
OTU5622	1.686477175				2.008205128		3.521582734		3.054602184					3.831702544
OTU565	3.37295435	2.472222222		6.716981132			1.760791367	2.645945946	3.054602184				14.87088608	7.663405088
OTU5658	1.686477175				4.016410256			5.291891892	3.054602184					
OTU566	6.745908699	4.944444444					1.760791367	2.645945946						
OTU5687	1.686477175					3.030959752	7.043165468	5.291891892	6.109204368					3.831702544
OTU5696	1.686477175	2.472222222			4.016410256		1.760791367	5.291891892	12.21840874					
OTU5702	3.37295435				2.008205128	3.030959752		2.645945946						
OTU5709		4.944444444		3.358490566	8.032820513	6.061919505	1.760791367		6.109204368					
OTU571	1.686477175		4.183760684		6.024615385	12.12383901	5.282374101							
OTU5710					2.008205128	3.030959752	1.760791367	2.645945946	3.054602184			1.290705339		
OTU5711		2.472222222		3.358490566	2.008205128	3.030959752								
OTU5719	1.686477175			6.716981132	2.008205128			2.645945946						
OTU5737	3.37295435				6.024615385		3.521582734	2.645945946						
OTU5743	3.37295435	2.472222222		6.716981132	2.008205128			2.645945946	3.054602184	2.532988357				
OTU5745	1.686477175			3.358490566	4.016410256							1.290705339		
OTU576	1.686477175			3.358490566	6.024615385	3.030959752	1.760791367		3.054602184					
OTU5764			4.183760684		6.024615385	3.030959752	1.760791367					1.290705339		
OTU5767			58.57264957		4.016410256		1.760791367		3.054602184					
OTU5773		2.472222222			6.024615385	6.061919505	1.760791367	2.645945946	6.109204368		3.347008547	3.872116018		
OTU5776	1.686477175				2.008205128			5.291891892	9.163806552		6.694017094	2.581410679	4.956962025	3.831702544
OTU5785	3.37295435				4.016410256			2.645945946	3.054602184	2.532988357	6.694017094			
OTU5787	11.80534022				2.008205128		3.521582734	5.291891892						
OTU5795	1.686477175	2.472222222			2.008205128		1.760791367	2.645945946	3.054602184			1.290705339		
OTU580	5.059431525	9.888888889	8.367521368	6.716981132	24.09846154	27.27863777	14.08633094	7.937837838	15.27301092	2.532988357		6.453526697	9.913924051	3.831702544
OTU5803	3.37295435				2.008205128	3.030959752	1.760791367	5.291891892						
OTU582			12.55128205	3.358490566			10.5647482	15.87567568	9.163806552	7.598965071	16.73504274	3.872116018	14.87088608	3.831702544
OTU583										2.532988357	10.04102564	1.290705339		3.831702544
OTU5843	8.432385874		12.55128205	10.0754717	2.008205128				3.054602184				4.956962025	
OTU5848		2.472222222			2.008205128	3.030959752		5.291891892				2.581410679		
OTU5876	11.80534022	2.472222222	8.367521368	16.79245283	6.024615385	3.030959752	3.521582734	2.645945946	6.109204368					
OTU5891			4.183760684		4.016410256		1.760791367	2.645945946	3.054602184					3.831702544
OTU5894	3.37295435		4.183760684		2.008205128					2.532988357				
OTU5917		4.944444444					7.043165468	2.645945946	3.054602184			9.034937376		
OTU592	1.686477175		4.183760684			3.030959752	1.760791367	7.937837838		5.065976714	3.347008547	1.290705339	4.956962025	7.663405088
OTU5944	1.686477175				2.008205128		1.760791367			7.598965071				
OTU600		2.472222222	4.183760684		2.008205128		1.760791367							
OTU6001	1.686477175				2.008205128		1.760791367					1.290705339		
OTU6004	5.059431525				2.008205128					5.065976714				3.831702544
OTU6046		4.944444444						2.645945946				2.581410679	4.956962025	3.831702544
OTU6092			4.183760684	3.358490566	2.008205128	3.030959752								
OTU6098										2.532988357	3.347008547	1.290705339	9.913924051	3.831702544
OTU612	1.686477175			3.358490566		3.030959752							4.956962025	
OTU615	6.745908699		4.183760684		10.04102564		7.043165468	10.58378378	3.054602184	2.532988357	16.73504274	2.581410679		3.831702544
OTU6157		2.472222222			2.008205128	3.030959752						1.290705339		
OTU616		2.472222222					1.760791367	2.645945946				2.581410679		
OTU617	1.686477175	2.472222222			4.016410256	3.030959752	1.760791367	2.645945946		2.532988357			4.956962025	
OTU618	1.686477175	4.944444444			10.04102564	3.030959752	1.760791367	2.645945946	3.054602184			2.581410679		
OTU6182	5.059431525			3.358490566	4.016410256			2.645945946			3.347008547	2.581410679		
OTU6271	1.686477175	2.472222222						7.937837838				1.290705339		
OTU630		2.472222222			8.032820513		36.97661871	2.645945946	6.109204368	2.532988357			9.913924051	
OTU6309		4.944444444			4.016410256	3.030959752	1.760791367	2.645945946				1.290705339		
OTU631	3.37295435	2.472222222	8.367521368		2.008205128	9.092879257	8.803956835	2.645945946	3.054602184			2.581410679		
OTU632	3.37295435	4.944444444	4.183760684	6.716981132	6.024615385	6.061919505	5.282374101	2.645945946	9.163806552			23.23269611		
OTU6323			4.183760684		2.008205128				3.054602184	7.598965071		9.034937376		3.831702544
OTU6339						6.061919505		5.291891892	3.054602184			1.290705339		
OTU6371							1.760791367	2.645945946				1.290705339	4.956962025	3.831702544
OTU64	1.686477175	2.472222222					1.760791367				3.347008547	1.290705339	4.956962025	7.663405088
OTU641	33.7295435	7.416666667	4.183760684	10.0754717	30.12307692	21.21671827	14.08633094	13.22972973	21.38221529	12.66494179		1.290705339		
OTU644	1.686477175	4.944444444	4.183760684	6.716981132	6.024615385	6.061919505			3.054602184	2.532988357				
OTU646	11.80534022	2.472222222						2.645945946	6.109204368		3.347008547	2.581410679		
OTU6465					2.008205128		1.760791367		3.054602184			1.290705339		
OTU647		2.472222222		3.358490566	2.008205128	3.030959752	3.521582734							
OTU649	10.11886305	4.944444444	4.183760684	3.358490566	8.032820513		3.521582734	2.645945946	3.054602184			9.034937376	9.913924051	3.831702544
OTU651		2.472222222	12.55128205	6.716981132			1.760791367	2.645945946		2.532988357	10.04102564	1.290705339	4.956962025	7.663405088
OTU656	1.686477175	17.30555556	8.367521368	3.358490566	12.04923077	3.030959752	1.760791367	7.937837838			3.347008547	2.581410679	4.956962025	
OTU6563							3.521582734	2.645945946				1.290705339		3.831702544
OTU6572							3.521582734	5.291891892		2.532988357		1.290705339		
OTU6599										2.532988357	3.347008547	1.290705339	4.956962025	3.831702544
OTU6613					2.008205128					2.532988357	6.694017094			3.831702544
OTU6620			4.183760684				3.521582734	2.645945946		2.532988357				
OTU664			4.183760684			3.030959752	1.760791367		3.054602184					
OTU6642										2.532988357	6.694017094	2.581410679	9.913924051	
OTU6646		2.472222222	4.183760684	3.358490566			3.521582734	2.645945946		2.532988357		1.290705339		
OTU6660		2.472222222			6.024615385			2.645945946		7.598965071		2.581410679		
OTU6666	1.686477175									2.532988357	3.347008547	2.581410679	4.956962025	3.831702544
OTU6711	3.37295435				2.008205128		1.760791367		3.054602184			1.290705339		
OTU6718	1.686477175			3.358490566	2.008205128		1.760791367							
OTU673		2.472222222		3.358490566	24.09846154	12.12383901						3.872116018		
OTU6741	1.686477175						1.760791367		3.054602184			1.290705339	4.956962025	
OTU6756	1.686477175				2.008205128		1.760791367		3.054602184			1.290705339		
OTU6762	5.059431525	2.472222222			2.008205128		15.8471223							
OTU6834	1.686477175			3.358490566			3.521582734	5.291891892	6.109204368					
OTU685	16.86477175				10.04102564	3.030959752			3.054602184				4.956962025	
OTU6899		2.472222222		6.716981132	2.008205128							1.290705339		
OTU69	1.686477175		4.183760684									3.872116018	4.956962025	11.49510763
OTU6919	1.686477175				2.008205128			2.645945946	3.054602184					
OTU6932	3.37295435	2.472222222	4.183760684		4.016410256									
OTU6935	1.686477175		4.183760684				1.760791367		3.054602184			1.290705339		3.831702544
OTU694		2.472222222					1.760791367			2.532988357			4.956962025	
OTU704		7.416666667		6.716981132	4.016410256	3.030959752								3.831702544
OTU7069				3.358490566	2.008205128	3.030959752				2.532988357		1.290705339		3.831702544
OTU7126	1.686477175						3.521582734		12.21840874			2.581410679		
OTU713		2.472222222	4.183760684	3.358490566	4.016410256	3.030959752								
OTU7132					2.008205128	3.030959752	7.043165468	2.645945946						
OTU7157	1.686477175	2.472222222			2.008205128	6.061919505	1.760791367					1.290705339		
OTU7166							1.760791367			5.065976714	6.694017094	1.290705339		3.831702544
OTU719	3.37295435		4.183760684		2.008205128		3.521582734					2.581410679		
OTU7204					2.008205128					5.065976714		2.581410679	14.87088608	
OTU7241	1.686477175						1.760791367		6.109204368			1.290705339		
OTU7245						6.061919505	8.803956835	2.645945946	3.054602184			1.290705339		
OTU7299	1.686477175	4.944444444	4.183760684	3.358490566										
OTU73	3.37295435	9.888888889	8.367521368		4.016410256	3.030959752	1.760791367	7.937837838	3.054602184	15.19793014	10.04102564	5.162821358	24.78481013	11.49510763
OTU7300	3.37295435	2.472222222	4.183760684				1.760791367	2.645945946				1.290705339	4.956962025	
OTU733				3.358490566	2.008205128		3.521582734	2.645945946	3.054602184			2.581410679		
OTU7333		4.944444444			6.024615385	3.030959752						1.290705339	9.913924051	
OTU734		2.472222222	4.183760684		2.008205128		3.521582734		3.054602184				4.956962025	
OTU7342		2.472222222							3.054602184			2.581410679		3.831702544
OTU7348			4.183760684	6.716981132				2.645945946				1.290705339		
OTU736	6.745908699	7.416666667		10.0754717	8.032820513	3.030959752	12.32553957	2.645945946		2.532988357	3.347008547	5.162821358	4.956962025	
OTU7368			4.183760684			6.061919505						1.290705339	4.956962025	3.831702544
OTU739		2.472222222			2.008205128		1.760791367	2.645945946						
OTU7409	3.37295435				4.016410256	3.030959752			3.054602184			1.290705339		3.831702544
OTU7427	1.686477175	7.416666667					3.521582734	2.645945946	3.054602184	2.532988357	3.347008547	3.872116018		3.831702544
OTU757	5.059431525	4.944444444	16.73504274	13.43396226	6.024615385	36.37151703		7.937837838	3.054602184			2.581410679		
OTU7593	3.37295435								3.054602184		3.347008547		4.956962025	
OTU764	1.686477175			3.358490566	2.008205128	6.061919505								
OTU771		2.472222222		3.358490566		3.030959752					3.347008547			
OTU7730	3.37295435	2.472222222						2.645945946			3.347008547	2.581410679		
OTU7752	1.686477175		29.28632479		2.008205128								4.956962025	
OTU777	11.80534022			6.716981132	2.008205128		1.760791367			5.065976714			4.956962025	15.32681018
OTU7773	1.686477175						1.760791367	2.645945946	3.054602184			1.290705339		
OTU7791		2.472222222	4.183760684	6.716981132							3.347008547	2.581410679		3.831702544
OTU7813						3.030959752			3.054602184			2.581410679	9.913924051	
OTU783			8.367521368	3.358490566		3.030959752	3.521582734			2.532988357	3.347008547	2.581410679		3.831702544
OTU785	1.686477175	2.472222222				6.061919505						1.290705339		
OTU7914			4.183760684				1.760791367				3.347008547	1.290705339		
OTU7942	1.686477175		4.183760684			6.061919505	7.043165468	2.645945946				3.872116018		3.831702544
OTU8		2.472222222	12.55128205		2.008205128		5.282374101	2.645945946	12.21840874	10.13195343	3.347008547	23.23269611	34.69873418	
OTU8007	1.686477175				10.04102564			2.645945946					4.956962025	
OTU8016							8.803956835	13.22972973	3.054602184			2.581410679		
OTU8032				3.358490566	2.008205128	3.030959752			3.054602184					
OTU8036	3.37295435						1.760791367	2.645945946	3.054602184			1.290705339		3.831702544
OTU8061								2.645945946		2.532988357		1.290705339		3.831702544
OTU8085					2.008205128			10.58378378	3.054602184		3.347008547		4.956962025	
OTU81	1.686477175				4.016410256	3.030959752					3.347008547		4.956962025	3.831702544
OTU8111	13.4918174	2.472222222				3.030959752		2.645945946						
OTU8114					4.016410256				9.163806552	2.532988357	16.73504274	2.581410679		
OTU818	1.686477175	4.944444444			2.008205128				3.054602184	2.532988357	10.04102564	3.872116018	4.956962025	
OTU8194										5.065976714	10.04102564	1.290705339	4.956962025	
OTU8216							1.760791367	2.645945946			3.347008547	1.290705339		
OTU8221		2.472222222					3.521582734				3.347008547		4.956962025	
OTU830					4.016410256			2.645945946	3.054602184	2.532988357		2.581410679		
OTU8310									3.054602184		3.347008547	1.290705339		3.831702544
OTU8313			4.183760684		2.008205128			2.645945946			3.347008547			3.831702544
OTU832	1.686477175				2.008205128		7.043165468	2.645945946	6.109204368			1.290705339		
OTU8334	1.686477175		4.183760684		2.008205128	3.030959752		2.645945946	3.054602184		3.347008547			
OTU8373										5.065976714	3.347008547	1.290705339		11.49510763
OTU8382							3.521582734				6.694017094		9.913924051	7.663405088
OTU8405								2.645945946	3.054602184			3.872116018		3.831702544
OTU842	1.686477175	4.944444444				15.15479876	3.521582734		3.054602184			2.581410679		
OTU8428										2.532988357	10.04102564	1.290705339	4.956962025	
OTU8558	1.686477175				6.024615385	6.061919505						1.290705339		
OTU8573					2.008205128	3.030959752		2.645945946				1.290705339		3.831702544
OTU858	1.686477175		4.183760684	3.358490566			3.521582734							
OTU8583			4.183760684			9.092879257	3.521582734		3.054602184		3.347008547			
OTU8619	3.37295435	2.472222222	4.183760684		6.024615385							2.581410679		
OTU867		4.944444444	8.367521368	3.358490566	14.0574359							1.290705339	4.956962025	
OTU869		4.944444444	8.367521368			3.030959752	3.521582734							
OTU8715					2.008205128		1.760791367	7.937837838				1.290705339		
OTU8721			4.183760684				3.521582734	2.645945946	24.43681747					
OTU8767	1.686477175					3.030959752	1.760791367					7.744232037		3.831702544
OTU877		4.944444444		3.358490566			1.760791367	2.645945946	3.054602184	10.13195343	10.04102564	2.581410679		
OTU8803	1.686477175										3.347008547	1.290705339	4.956962025	
OTU8826	1.686477175					3.030959752			3.054602184			1.290705339		
OTU884		4.944444444		3.358490566	2.008205128	6.061919505			6.109204368					
OTU8847							1.760791367					5.162821358	4.956962025	3.831702544
OTU885						3.030959752				10.13195343	3.347008547			7.663405088
OTU8868						6.061919505	1.760791367	2.645945946	3.054602184			1.290705339		3.831702544
OTU8896					2.008205128						3.347008547	1.290705339		3.831702544
OTU890		2.472222222	8.367521368		4.016410256	3.030959752		2.645945946						7.663405088
OTU8925		2.472222222	8.367521368	6.716981132				2.645945946				1.290705339		
OTU896					2.008205128		1.760791367		3.054602184	2.532988357	3.347008547	7.744232037		11.49510763
OTU8973							1.760791367		3.054602184			2.581410679		3.831702544
OTU898				3.358490566			1.760791367		3.054602184	2.532988357	3.347008547	1.290705339		3.831702544
OTU901	1.686477175				10.04102564		1.760791367	10.58378378		7.598965071		3.872116018	4.956962025	3.831702544
OTU902	1.686477175	4.944444444		3.358490566		3.030959752	3.521582734				6.694017094			
OTU9021			4.183760684						3.054602184	2.532988357			4.956962025	3.831702544
OTU904					2.008205128		1.760791367					1.290705339	4.956962025	
OTU9042	1.686477175			3.358490566		3.030959752	1.760791367					2.581410679		
OTU9119				3.358490566	2.008205128		3.521582734	7.937837838				1.290705339		
OTU9146					2.008205128					5.065976714		2.581410679	4.956962025	3.831702544
OTU9168	3.37295435		4.183760684	3.358490566			1.760791367	2.645945946						
OTU9175	6.745908699				2.008205128	3.030959752	1.760791367		6.109204368					
OTU9186		2.472222222		3.358490566					3.054602184	2.532988357		1.290705339		
OTU9209	1.686477175	7.416666667			2.008205128	3.030959752				2.532988357				
OTU9225	1.686477175			3.358490566		3.030959752						1.290705339		
OTU929			4.183760684		2.008205128						3.347008547	1.290705339		
OTU9310										2.532988357	3.347008547	1.290705339		3.831702544
OTU934	3.37295435						3.521582734					1.290705339		7.663405088
OTU938	3.37295435	2.472222222			2.008205128	3.030959752		2.645945946		2.532988357	3.347008547	7.744232037		38.31702544
OTU945		2.472222222		3.358490566	2.008205128	3.030959752								
OTU9486	8.432385874		4.183760684			3.030959752	1.760791367							7.663405088
OTU949	3.37295435					3.030959752	1.760791367							7.663405088
OTU95	11.80534022	2.472222222			4.016410256	3.030959752				2.532988357	3.347008547	1.290705339	14.87088608	
OTU9551							1.760791367	2.645945946	3.054602184	2.532988357	16.73504274			3.831702544
OTU9572									3.054602184	2.532988357	3.347008547		4.956962025	
OTU96	3.37295435		4.183760684			6.061919505		2.645945946		2.532988357		2.581410679	9.913924051	11.49510763
OTU962						3.030959752	1.760791367				3.347008547			3.831702544
OTU9656	3.37295435					3.030959752				2.532988357			4.956962025	
OTU9680	1.686477175	2.472222222			4.016410256	3.030959752								
OTU9685					2.008205128	3.030959752					3.347008547	1.290705339		
OTU9729		7.416666667	12.55128205		2.008205128			2.645945946				2.581410679		
OTU974	1.686477175			3.358490566									4.956962025	3.831702544
OTU9746	1.686477175							2.645945946				1.290705339		7.663405088
OTU9751					2.008205128	9.092879257	1.760791367		3.054602184					
OTU977										2.532988357	3.347008547		4.956962025	3.831702544
OTU978	6.745908699			3.358490566								3.872116018		3.831702544
OTU980					2.008205128			2.645945946		2.532988357	3.347008547	1.290705339		
OTU983		2.472222222	8.367521368		4.016410256		3.521582734		6.109204368	10.13195343	10.04102564	2.581410679	59.4835443	26.82191781
OTU984	1.686477175				2.008205128		3.521582734			15.19793014	6.694017094	1.290705339		
OTU9872	3.37295435			3.358490566				2.645945946						3.831702544
OTU990	1.686477175							2.645945946	3.054602184			2.581410679	9.913924051	
OTU996	1.686477175									2.532988357	6.694017094			3.831702544
OTU998										50.65976714	6.694017094	14.19775873		11.49510763
